id,title,release_year,budget,revenue,original_language,runtime,popularity,goodness_enc,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
5,Four Rooms,1995,4000000,4300000,en,98.0,22.87623,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,Star Wars,1977,11000000,775398007,en,121.0,126.393695,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
12,Finding Nemo,2003,94000000,940335536,en,100.0,85.688789,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,Forrest Gump,1994,55000000,677945399,en,142.0,138.133331,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14,American Beauty,1999,15000000,356296601,en,122.0,80.87860500000001,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16,Dancer in the Dark,2000,12800000,40031879,en,140.0,22.022228,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18,The Fifth Element,1997,90000000,263920180,en,126.0,109.528572,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
19,Metropolis,1927,92620000,650422,de,153.0,32.351527000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,My Life Without Me,2003,0,9726954,en,106.0,7.958831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003,140000000,655011224,en,143.0,271.972889,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,Kill Bill: Vol. 1,2003,30000000,180949000,en,111.0,79.75496600000001,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Jarhead,2005,72000000,96889998,en,125.0,32.227222999999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,Apocalypse Now,1979,31500000,89460381,en,153.0,49.973462,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Unforgiven,1992,14000000,159157447,en,131.0,37.380435,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,The Simpsons Movie,2007,75000000,527068851,en,87.0,46.875375,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,Eternal Sunshine of the Spotless Mind,2004,20000000,72258126,en,108.0,56.481487,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
55,Amores perros,2000,2000000,20908467,es,154.0,23.281616,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Pirates of the Caribbean: Dead Man's Chest,2006,200000000,1065659812,en,151.0,145.84737900000002,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,A History of Violence,2005,32000000,60740827,en,96.0,34.628738,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
62,2001: A Space Odyssey,1968,10500000,68700000,en,149.0,86.201184,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
65,8 Mile,2002,41000000,215000000,en,110.0,32.798571,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,Absolute Power,1997,50000000,50068310,en,121.0,13.576765,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
68,Brazil,1985,15000000,0,en,132.0,41.089863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Walk the Line,2005,28000000,186438883,en,136.0,35.580032,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,Million Dollar Baby,2004,30000000,216763646,en,132.0,70.456012,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
71,Billy Elliot,2000,5000000,110000000,en,110.0,20.428237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,American History X,1998,20000000,23875127,en,119.0,73.56723199999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
74,War of the Worlds,2005,132000000,591739379,en,116.0,48.572726,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75,Mars Attacks!,1996,70000000,101371017,en,106.0,44.090534999999996,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
76,Before Sunrise,1995,2500000,5535405,en,105.0,23.672570999999998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,Memento,2000,9000000,39723096,en,113.0,60.715151,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
78,Blade Runner,1982,28000000,33139618,en,117.0,94.05613100000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
79,Hero,2002,31000000,177394432,zh,99.0,23.607392,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
80,Before Sunset,2004,2700000,15992615,en,80.0,14.799323000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
83,Open Water,2004,130000,54667954,en,79.0,15.611857,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
85,Raiders of the Lost Ark,1981,18000000,389925971,en,115.0,68.159596,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
87,Indiana Jones and the Temple of Doom,1984,28000000,333000000,en,118.0,66.976776,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
89,Indiana Jones and the Last Crusade,1989,48000000,474171806,en,127.0,80.972475,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Beverly Hills Cop,1984,15000000,316360478,en,105.0,29.843818,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
95,Armageddon,1998,140000000,553799566,en,151.0,58.485967,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
96,Beverly Hills Cop II,1987,20000000,299965036,en,100.0,25.28436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
98,Gladiator,2000,103000000,457640427,en,155.0,95.301296,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,"Lock, Stock and Two Smoking Barrels",1998,1350000,3897569,en,105.0,16.032594,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,Taxi Driver,1976,1300000,28262574,en,114.0,58.845025,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Run Lola Run,1998,1530000,7267585,de,81.0,27.36562,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
105,Back to the Future,1985,19000000,381109762,en,116.0,76.60323299999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
106,Predator,1987,18000000,98235548,en,107.0,50.009408,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,Snatch,2000,10000000,83557872,en,103.0,53.595686,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,Scarface,1983,25000000,65884703,en,170.0,70.105981,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
114,Pretty Woman,1990,14000000,463000000,en,119.0,45.473484,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
115,The Big Lebowski,1998,15000000,46189568,en,117.0,49.230089,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
116,Match Point,2005,15000000,85306374,en,124.0,30.669913,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
117,The Untouchables,1987,25000000,76270454,en,119.0,38.272889,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
118,Charlie and the Chocolate Factory,2005,150000000,474968763,en,115.0,53.905592000000006,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
120,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,871368364,en,178.0,138.049577,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,The Lord of the Rings: The Two Towers,2002,79000000,926287400,en,179.0,106.914973,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,The Lord of the Rings: The Return of the King,2003,94000000,1118888979,en,201.0,123.63033200000001,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,Princess Mononoke,1997,26500000,159375308,ja,134.0,60.732738,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,Spirited Away,2001,15000000,274925095,ja,125.0,118.968562,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
134,"O Brother, Where Art Thou?",2000,26000000,71868327,en,106.0,39.742009,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
137,Groundhog Day,1993,14600000,70906973,en,101.0,52.744331,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
141,Donnie Darko,2001,6000000,1270522,en,113.0,61.210016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
142,Brokeback Mountain,2005,14000000,178043761,en,134.0,44.135568,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
146,"Crouching Tiger, Hidden Dragon",2000,17000000,213525736,zh,120.0,45.742253999999996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
149,Akira,1988,8000000,553171,ja,124.0,39.338097,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
152,Star Trek: The Motion Picture,1979,35000000,139000000,en,132.0,24.616634,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
153,Lost in Translation,2003,4000000,119723856,en,102.0,45.66662,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
154,Star Trek II: The Wrath of Khan,1982,12000000,96800000,en,113.0,22.434102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,The Dark Knight,2008,185000000,1004558444,en,152.0,187.322927,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
157,Star Trek III: The Search for Spock,1984,18000000,87000000,en,105.0,15.314027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Ocean's Eleven,2001,85000000,450717150,en,116.0,60.929352,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
162,Edward Scissorhands,1990,20000000,53000000,en,105.0,47.51363,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,Ocean's Twelve,2004,110000000,362744280,en,125.0,76.840712,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
165,Back to the Future Part II,1989,40000000,332000000,en,108.0,43.345252,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
167,K-PAX,2001,48000000,50315140,en,120.0,30.920075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
168,Star Trek IV: The Voyage Home,1986,24000000,133000000,en,119.0,22.258428,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169,Predator 2,1990,35000000,57120318,en,108.0,27.934978000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
170,28 Days Later,2002,5000000,82719885,en,113.0,45.490373999999996,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,Star Trek V: The Final Frontier,1989,30000000,70200000,en,107.0,19.578249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
173,"20,000 Leagues Under the Sea",1954,5000000,28200000,en,127.0,9.358197,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
174,Star Trek VI: The Undiscovered Country,1991,27000000,96900000,en,113.0,16.188572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
176,Saw,2004,1200000,103911669,en,103.0,63.655972999999996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,The Fisher King,1991,24000000,41895491,en,137.0,16.146572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,The Interpreter,2005,80000000,162944923,en,128.0,18.69984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
180,Minority Report,2002,102000000,358372926,en,145.0,65.948959,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
182,The Good German,2006,32000000,5914908,en,108.0,5.347936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,Jackie Brown,1997,12000000,39673162,en,154.0,40.631671000000004,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
186,Lucky Number Slevin,2006,27000000,56308881,en,110.0,36.921445,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
187,Sin City,2005,40000000,158733820,en,124.0,66.003433,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
189,Sin City: A Dame to Kill For,2014,65000000,39407616,en,102.0,85.428395,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
193,Star Trek: Generations,1994,38000000,120000000,en,118.0,14.779041000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
194,Amélie,2001,10000000,173921954,fr,122.0,73.720244,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196,Back to the Future Part III,1990,40000000,244527583,en,118.0,45.769562,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
197,Braveheart,1995,72000000,210000000,en,177.0,60.722162,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
199,Star Trek: First Contact,1996,46000000,150000000,en,111.0,25.6713,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
200,Star Trek: Insurrection,1998,70000000,118000000,en,103.0,19.711951000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
201,Star Trek: Nemesis,2002,60000000,67312826,en,117.0,21.605532999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
203,Mean Streets,1973,500000,3000000,en,110.0,17.002095999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
205,Hotel Rwanda,2004,17500000,38000000,en,121.0,28.605420000000002,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,Dead Poets Society,1989,16400000,235860116,en,129.0,55.458583999999995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,Saw III,2006,10000000,163876815,en,108.0,33.124871,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,Saw II,2005,4000000,152925093,en,92.0,42.187985999999995,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
217,Indiana Jones and the Kingdom of the Crystal Skull,2008,185000000,786636033,en,122.0,75.674458,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,The Terminator,1984,6400000,78371200,en,108.0,74.23479300000001,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
219,Volver,2006,12899867,85582407,es,121.0,19.747809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
223,Rebecca,1940,1288000,6000000,en,130.0,18.426825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226,Boys Don't Cry,1999,2000000,11540607,en,118.0,15.557144000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,The Outsiders,1983,10000000,33697647,en,91.0,13.455373000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,Syriana,2005,50000000,94000000,en,128.0,16.871194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
235,Stand by Me,1986,8000000,52287414,en,89.0,51.109279,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
238,The Godfather,1972,6000000,245066411,en,175.0,143.659698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Some Like It Hot,1959,2883848,25000000,en,122.0,39.30982,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,The Godfather: Part II,1974,13000000,47542841,en,200.0,105.79293600000001,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
242,The Godfather: Part III,1990,54000000,136766062,en,162.0,59.194915,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
243,High Fidelity,2000,30000000,47126295,en,113.0,23.982956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
245,About a Boy,2002,27000000,129000000,en,101.0,28.227984000000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
248,Pocketful of Miracles,1961,2900000,5000000,en,136.0,3.370225,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251,Ghost,1990,22000000,505000000,en,127.0,41.967005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
252,Willy Wonka & the Chocolate Factory,1971,3000000,4000000,en,100.0,23.981601,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,Live and Let Die,1973,7000000,161777836,en,121.0,30.465138,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,King Kong,2005,207000000,550000000,en,187.0,61.226009999999995,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257,Oliver Twist,2005,50000000,42093706,en,130.0,20.415572,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
261,Cat on a Hot Tin Roof,1958,3000000,17570324,en,108.0,16.553594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,Batman,1989,35000000,411348924,en,126.0,44.104469,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,Batman Begins,2005,150000000,374218673,en,140.0,115.040024,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
274,The Silence of the Lambs,1991,19000000,272742922,en,119.0,18.174804,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Underworld,2003,22000000,95708457,en,121.0,81.829237,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,The Shawshank Redemption,1994,25000000,28341469,en,142.0,136.747729,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,Amadeus,1984,18000000,51973029,en,160.0,31.82675,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
280,Terminator 2: Judgment Day,1991,100000000,520000000,en,137.0,101.74155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
284,The Apartment,1960,3000000,25000000,en,125.0,22.889294,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
285,Pirates of the Caribbean: At World's End,2007,300000000,961000000,en,169.0,139.082615,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,High Noon,1952,730000,8000000,en,85.0,18.644023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,Casablanca,1942,878000,10462500,en,102.0,43.729123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Riding Giants,2004,2600000,3166000,en,105.0,0.8959459999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
292,Dave Chappelle's Block Party,2005,3000000,11718595,en,100.0,1.697846,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
296,Terminator 3: Rise of the Machines,2003,200000000,435000000,en,109.0,69.405188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
297,Meet Joe Black,1998,90000000,142940100,en,178.0,36.069611,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
298,Ocean's Thirteen,2007,85000000,311312624,en,122.0,42.069993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
302,Swimming Pool,2003,7800000,22441323,en,102.0,11.000653999999999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
306,Beverly Hills Cop III,1994,50000000,119208989,en,104.0,20.333953,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
309,The Celebration,1998,1300000,0,da,105.0,10.240917,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,Bruce Almighty,2003,80000000,484572835,en,101.0,109.68478799999998,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311,Once Upon a Time in America,1984,30000000,0,en,229.0,49.336397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,Catwoman,2004,100000000,82102379,en,104.0,32.271938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,True Romance,1993,12500000,12281551,en,120.0,35.268557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
320,Insomnia,2002,46000000,113714830,en,118.0,41.322708,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
321,Mambo Italiano,2003,4361898,3031801,en,92.0,2.080741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,Mystic River,2003,25000000,156822020,en,138.0,31.242998999999998,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,Snakes on a Plane,2006,33000000,62022014,en,105.0,19.642328,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
327,Brother,2000,12000000,15250000,ja,114.0,5.327714,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
329,Jurassic Park,1993,63000000,920100000,en,127.0,40.413191,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330,The Lost World: Jurassic Park,1997,73000000,229074524,en,129.0,2.502487,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,Jurassic Park III,2001,93000000,368780809,en,92.0,1.859364,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
332,Inspector Gadget,1999,75000000,0,en,78.0,17.561954999999998,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,Magnolia,1999,37000000,48451803,en,188.0,30.993736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335,Once Upon a Time in the West,1968,5000000,5321508,it,175.0,49.333137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"Good bye, Lenin!",2003,4800000,79384880,de,121.0,11.086001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342,Summer Storm,2004,2700000,0,de,98.0,3.120747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,Eyes Wide Shut,1999,65000000,162091208,en,159.0,27.870312,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
346,Seven Samurai,1954,2000000,271841,ja,207.0,39.756747999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Alien,1979,11000000,104931801,en,117.0,94.184658,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
350,The Devil Wears Prada,2006,35000000,326551094,en,109.0,83.89325699999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
364,Batman Returns,1992,80000000,280000000,en,126.0,59.113174,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377,A Nightmare on Elm Street,1984,1800000,25504513,en,91.0,38.204158,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,Rain Man,1988,25000000,412800000,en,133.0,49.510658,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
387,Das Boot,1981,14000000,85000000,de,149.0,26.967494,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
388,Inside Man,2006,45000000,184376254,en,129.0,45.220386,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
389,12 Angry Men,1957,350000,1000000,en,96.0,59.259204000000004,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
391,A Fistful of Dollars,1964,200000,14500000,it,99.0,38.771062,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
392,Chocolat,2000,25000000,152500343,en,121.0,28.727731,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
393,Kill Bill: Vol. 2,2004,30000000,152159461,en,136.0,50.622607,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
395,AVP: Alien vs. Predator,2004,70000000,171183863,en,101.0,42.957215999999995,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,Capote,2005,7000000,49084830,en,114.0,17.434862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Things to Do in Denver When You're Dead,1995,8000000,529766,en,116.0,6.932221000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401,Garden State,2004,2500000,26781723,en,102.0,30.583959000000004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,Driving Miss Daisy,1989,7500000,145793296,en,99.0,19.585801,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
404,The Straight Story,1999,10000000,0,en,112.0,15.280261,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
408,Snow White and the Seven Dwarfs,1937,1488423,184925486,en,83.0,80.171283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
409,The English Patient,1996,27000000,231976425,en,162.0,29.381878000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,180000000,748806957,en,143.0,67.391328,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
414,Batman Forever,1995,100000000,336529144,en,121.0,48.205606,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
415,Batman & Robin,1997,125000000,238207122,en,125.0,50.073575,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
421,The Life Aquatic with Steve Zissou,2004,50000000,34808403,en,119.0,25.237969,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,The Pianist,2002,35000000,120072577,en,150.0,50.587540999999995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
424,Schindler's List,1993,22000000,321365567,en,195.0,104.469351,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
425,Ice Age,2002,59000000,383257136,en,81.0,99.561972,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,"The Good, the Bad and the Ugly",1966,1200000,6000000,it,161.0,88.377076,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
431,Cube,1997,250000,501818,en,90.0,44.656151,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
433,Mary Poppins,1964,6000000,102272727,en,139.0,59.961523,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435,The Day After Tomorrow,2004,125000000,544272402,en,124.0,41.380094,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
436,Maria Full of Grace,2004,0,0,es,101.0,3.027892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
